Company,Job Title,Job Id,url,Date Created,Last Date Accessed,Last Date Checked
Google,"Senior Software Engineer, Embedded Graphics Drivers — Google Careers","<re.Match object; span=(63, 81), match='122691185289372358'>",https://www.google.com/about/careers/applications/jobs/results/122691185289372358-senior-software-engineer-embedded-graphics-drivers?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&has_remote=true&target_level=EARLY&target_level=MID&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Senior Video Editing Software Engineer, Google Photos — Google Careers","<re.Match object; span=(63, 81), match='139411215947309766'>",https://www.google.com/about/careers/applications/jobs/results/139411215947309766-senior-video-editing-software-engineer-google-photos?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Silicon Design Verification Engineer, Devices and Services — Google Careers","<re.Match object; span=(63, 80), match='79539716310868678'>",https://www.google.com/about/careers/applications/jobs/results/79539716310868678-silicon-design-verification-engineer-devices-and-services?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Technical Program Manager III, Software Engineering, Google Assistant — Google Careers","<re.Match object; span=(63, 80), match='85613532560663238'>",https://www.google.com/about/careers/applications/jobs/results/85613532560663238-technical-program-manager-iii-software-engineering-google-assistant?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Senior Software Engineer, Google Cloud Security and Privacy — Google Careers","<re.Match object; span=(63, 81), match='129273107243246278'>",https://www.google.com/about/careers/applications/jobs/results/129273107243246278-senior-software-engineer-google-cloud-security-and-privacy?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Field Sales Representative, Growth, Startups, Google Cloud — Google Careers","<re.Match object; span=(63, 80), match='78433108524704454'>",https://www.google.com/about/careers/applications/jobs/results/78433108524704454-field-sales-representative-growth-startups-google-cloud?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Product Manager I, Ads — Google Careers","<re.Match object; span=(63, 81), match='111647177586942662'>",https://www.google.com/about/careers/applications/jobs/results/111647177586942662-product-manager-i-ads?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Brand Designer, Google Cloud, Marketing — Google Careers","<re.Match object; span=(63, 81), match='106166236877857478'>",https://www.google.com/about/careers/applications/jobs/results/106166236877857478-brand-designer-google-cloud-marketing?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Technical Program Manager II, New Product Introduction, Data Centers — Google Careers","<re.Match object; span=(63, 81), match='103250596718355142'>",https://www.google.com/about/careers/applications/jobs/results/103250596718355142-technical-program-manager-ii-new-product-introduction-data-centers?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Senior Software Engineer, Machine Learning, Android — Google Careers","<re.Match object; span=(63, 80), match='87778027567489734'>",https://www.google.com/about/careers/applications/jobs/results/87778027567489734-senior-software-engineer-machine-learning-android?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Product Manager II, Google Assistant — Google Careers","<re.Match object; span=(63, 81), match='138690165898912454'>",https://www.google.com/about/careers/applications/jobs/results/138690165898912454-product-manager-ii-google-assistant?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Technical Program Manager III, Software Development, Privacy Sandbox — Google Careers","<re.Match object; span=(63, 81), match='110942384929284806'>",https://www.google.com/about/careers/applications/jobs/results/110942384929284806-technical-program-manager-iii-software-development-privacy-sandbox?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Software Engineer, Campus, Early Career — Google Careers","<re.Match object; span=(63, 81), match='103780715941765830'>",https://www.google.com/about/careers/applications/jobs/results/103780715941765830-software-engineer-campus-early-career?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Software Engineer III, Machine Learning, Google Research — Google Careers","<re.Match object; span=(63, 81), match='130715460139131590'>",https://www.google.com/about/careers/applications/jobs/results/130715460139131590-software-engineer-iii-machine-learning-google-research?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=1,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Technical Program Manager III, Software Engineering, Search — Google Careers","<re.Match object; span=(63, 81), match='140160937385435846'>",https://www.google.com/about/careers/applications/jobs/results/140160937385435846-technical-program-manager-iii-software-engineering-search?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Software Engineer III, Google Ads — Google Careers","<re.Match object; span=(63, 80), match='81273301470454470'>",https://www.google.com/about/careers/applications/jobs/results/81273301470454470-software-engineer-iii-google-ads?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Senior Developer Relations Engineer, Android, Passkeys Authentication — Google Careers","<re.Match object; span=(63, 81), match='130033373362954950'>",https://www.google.com/about/careers/applications/jobs/results/130033373362954950-senior-developer-relations-engineer-android-passkeys-authentication?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Senior Software Engineer, Machine Learning, Geo — Google Careers","<re.Match object; span=(63, 80), match='99389298712683206'>",https://www.google.com/about/careers/applications/jobs/results/99389298712683206-senior-software-engineer-machine-learning-geo?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Data Engineer, Data Science, Google Customer Solutions — Google Careers","<re.Match object; span=(63, 80), match='76053160845550278'>",https://www.google.com/about/careers/applications/jobs/results/76053160845550278-data-engineer-data-science-google-customer-solutions?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Software Engineer III, Google Cloud NetInfra — Google Careers","<re.Match object; span=(63, 81), match='125486675684926150'>",https://www.google.com/about/careers/applications/jobs/results/125486675684926150-software-engineer-iii-google-cloud-netinfra?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Software Engineer III, Infrastructure, Google Cloud Networking — Google Careers","<re.Match object; span=(63, 80), match='95294377772884678'>",https://www.google.com/about/careers/applications/jobs/results/95294377772884678-software-engineer-iii-infrastructure-google-cloud-networking?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Software Engineer III, Infrastructure, Google Ads — Google Careers","<re.Match object; span=(63, 81), match='139459561508479686'>",https://www.google.com/about/careers/applications/jobs/results/139459561508479686-software-engineer-iii-infrastructure-google-ads?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Software Engineer III, Engineering Productivity, Google Ads — Google Careers","<re.Match object; span=(63, 80), match='78568223699542726'>",https://www.google.com/about/careers/applications/jobs/results/78568223699542726-software-engineer-iii-engineering-productivity-google-ads?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Software Engineer III, Machine Learning, Google Ads — Google Careers","<re.Match object; span=(63, 81), match='130946730028868294'>",https://www.google.com/about/careers/applications/jobs/results/130946730028868294-software-engineer-iii-machine-learning-google-ads?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Senior Software Engineer, Infrastructure, Google Cloud Storage — Google Careers","<re.Match object; span=(63, 81), match='124607801090548422'>",https://www.google.com/about/careers/applications/jobs/results/124607801090548422-senior-software-engineer-infrastructure-google-cloud-storage?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Senior Software Engineer, Machine Learning, Google Assistant — Google Careers","<re.Match object; span=(63, 81), match='117604885100143302'>",https://www.google.com/about/careers/applications/jobs/results/117604885100143302-senior-software-engineer-machine-learning-google-assistant?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Senior Software Engineer, Generative AI, Google Workspace — Google Careers","<re.Match object; span=(63, 81), match='135448443232363206'>",https://www.google.com/about/careers/applications/jobs/results/135448443232363206-senior-software-engineer-generative-ai-google-workspace?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Senior Software Developer, Machine Learning, Google Cloud Platforms — Google Careers","<re.Match object; span=(63, 81), match='143115543971275462'>",https://www.google.com/about/careers/applications/jobs/results/143115543971275462-senior-software-developer-machine-learning-google-cloud-platforms?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Senior Software Engineer, Infrastructure, Google Assistant — Google Careers","<re.Match object; span=(63, 81), match='138086511466685126'>",https://www.google.com/about/careers/applications/jobs/results/138086511466685126-senior-software-engineer-infrastructure-google-assistant?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Senior Software Engineer, Machine Learning, Gemini — Google Careers","<re.Match object; span=(63, 80), match='82328078201561798'>",https://www.google.com/about/careers/applications/jobs/results/82328078201561798-senior-software-engineer-machine-learning-gemini?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
Google,"Senior Software Engineer, Infrastructure, Google Cloud NetInfra — Google Careers","<re.Match object; span=(63, 81), match='137876357955625670'>",https://www.google.com/about/careers/applications/jobs/results/137876357955625670-senior-software-engineer-infrastructure-google-cloud-netinfra?degree=BACHELORS&q=Software%20Engineer&employment_type=FULL_TIME&sort_by=date&target_level=EARLY&target_level=MID&location=New%20York%2C%20NY%2C%20USA&page=2,2024-07-30 23:03,2024-07-30 23:03,2024-07-30 23:03
